id,name,set_number,picture,theme_id,,,,
13554,Minifigure Wedding Favor Set,853340-1,,408,,,,
13555,Holiday Ornament with Red Bricks ,853344-1,,227,,,,
13556,Holiday Ornament with Gold Bricks,853345-1,,227,,,,
13557,Holiday Ornament with Green Bricks,853346-1,,227,,,,
13558,2012 US Calendar,853352-1,,501,,,,
13559,Holiday Scene Magnet,853353-1,,227,,,,
13560,Heroica Storage Mat,853358-1,,502,,,,
13561,Duplo Panda Plush,853370-1,,501,,,,
13562,Kingdoms Chess,853373-1,,502,,,,
13563,City Firemen Minifigure Pack,853378-1,,58,,,,
13564,Purple Brick Key Chain,853379-1,,503,,,,
13565,Turquoise Brick Key Chain,853380-1,,503,,,,
13566,2x2 Storage Brick (Purple),853381-1,,501,,,,
13567,Girl Magnet Set 2012,853383-1,,501,,,,
13568,Friends White Dog Puppy Plush,853392-1,,501,,,,
13569,Friends Picture Frame,853393-1,,494,,,,
13570,Friends Tumbler,853395-1,,501,,,,
13571,Kai Key Chain,853401-1,,503,,,,
13572,Cole Key Chain,853402-1,,503,,,,
13573,Hypnobrai Slithraa Key Chain,853403-1,,503,,,,
13574,Green Bandana,853406-1,,501,,,,
13575,Tahu,8534-1,,348,,,,
13576,Tahu - With mini CD-ROM,8534-2,,348,,,,
13577,Batman Key Chain,853429-1,,503,,,,
13578,Superman Key Chain,853430-1,,503,,,,
13579,Super Heroes Magnet Set,853432-1,,501,,,,
13580,Wonder Woman Key Chain,853433-1,,503,,,,
13581,Upscaled Mug Purple,853439-1,,501,,,,
13582,Friends Jewelery Set,853440-1,,501,,,,
13583,Mini-doll Carry Case,853441-1,,501,,,,
13584,Friends Mirror,853444-1,,501,,,,
13585,Ninja Sword & Sheath,853447-1,,501,,,,
13586,Elves Diary,853448-1,,501,,,,
13587,Yoda Key Chain,853449-1,,503,,,,
13588,Emperor's Royal Guard Key Chain,853450-1,,503,,,,
13589,Chewbacca Key Chain,853451-1,,503,,,,
13590,Green Lantern,853452-1,,503,,,,
13591,Flash,853454-1,,503,,,,
13592,Supergirl Key Chain,853455-1,,503,,,,
13593,Martian Manhunter Key Chain,853456-1,,503,,,,
13594,Elves Bag Charm,853461-1,,503,,,,
13595,Swamp Police Key Chain,853463-1,,503,,,,
13596,Swamp Police Drinking Bottle,853464-1,,501,,,,
13597,Upscaled Mug Blue,853465-1,,501,,,,
13598,Wicket Key Chain,853469-1,,503,,,,
13599,R2-D2 Key Chain,853470-1,,503,,,,
13600,C-3PO Key Chain,853471-1,,503,,,,
13601,Luke Skywalker Key Chain,853472-1,,503,,,,
13602,Commander Gree Key Chain,853474-1,,503,,,,
13603,Imperial Gunner Key Chain,853475-1,,503,,,,
13604,Yoda Magnet,853476-1,,501,,,,
13605,Macy's Mace,853503-1,,501,,,,
13606,Clay's Sword,853504-1,,501,,,,
13607,Knight's Sword,853505-1,,501,,,,
13608,Knight's Shield,853506-1,,501,,,,
13609,Knight's Power-Up Shield,853507-1,,501,,,,
13610,Monster's Shield,853508-1,,501,,,,
13611,Lewa,8535-1,,348,,,,
13612,Knight's Dress Up,853510-1,,501,,,,
13613,Lava Monster Dress Up,853511-1,,501,,,,
13614,Knights Army-Building Set,853515-1,,605,,,,
13615,Monsters Army-Building Set,853516-1,,605,,,,
13616,Nexo Knights Drinking Bottle,853517-1,,501,,,,
13617,Nexo Knights Tumbler,853518-1,,501,,,,
13618,Nexo Knights Playmat,853519-1,,501,,,,
13619,Lewa - With mini CD-ROM,8535-2,,348,,,,
13620,Aaron,853520-1,,503,,,,
13621,Clay,853521-1,,503,,,,
13622,Macy,853522-1,,503,,,,
13623,Lance,853524-1,,503,,,,
13624,Jestro,853525-1,,503,,,,
13625,Nexo Knights Monsters Sketch Book,853528-1,,501,,,,
13626,Ninjago Customizable Sword,853529-1,,501,,,,
13627,Ninjago Skybound Shield,853530-1,,501,,,,
13628,Ninjago Armor,853532-1,,501,,,,
13629,Ninjago Bandana,853533-1,,501,,,,
13630,Skybound Jay Key Chain,853534-1,,503,,,,
13631,Skybound Cole Key Chain,853538-1,,503,,,,
13632,Party Set,853543-1,,435,,,,
13633,Ninjago Accessory Set,853544-1,,435,,,,
13634,Emma Key Chain,853547-1,,503,,,,
13635,Andrea Key Chain,853548-1,,503,,,,
13636,Mia Key Chain,853549-1,,503,,,,
13637,Stephanie Key Chain,853550-1,,503,,,,
13638,Olivia Key Chain,853551-1,,503,,,,
13639,Hand-Foot-Fun,853552-1,,494,,,,
13640,Campsite Scrapbook,853555-1,,501,,,,
13641,Mini-doll Campsite Set,853556-1,,494,,,,
13642,Emily Jones Key Chain,853559-1,,503,,,,
13643,Fire Elf Azari Key Chain,853560-1,,503,,,,
13644,Wind Elf Aira,853561-1,,503,,,,
13645,Water Elf Naida,853562-1,,503,,,,
13646,Baby Wind Dragon Fledge Bag Charm,853563-1,,503,,,,
13647,Me and My Dragon,853564-1,,501,,,,
13648,Emily Jones' Diary Sketch Book,853565-1,,501,,,,
13649,Prison Guard Key Chain,853568-1,,503,,,,
13650,Notebook with Studs,853569-1,,501,,,,
13651,City Prison Island Accessory Pack,853570-1,,61,,,,
13652,Hot Dog Guy Key Chain,853571-1,,503,,,,
13653,Bumblebee Girl Key Chain,853572-1,,503,,,,
13654,Yellow Car Bag Charm,853573-1,,503,,,,
13655,Christmas Ornament Reindeer,853574-1,,227,,,,
13656,"Minifigure Cake Mold, Blue",853575-1,,501,,,,
13657,Key Rack,853580-1,,503,,,,
13658,Superman Key Chain,853590-1,,503,,,,
13659,Batman Key Chain,853591-1,,503,,,,
13660,Black Widow,853592-1,,503,,,,
13661,Captain America Key Chain,853593-1,,503,,,,
13662,New York Minifigure Magnet,853599-1,,408,,,,
13663,Statue of Liberty Magnet [Rockefeller Square Exclusive],853600-1,,408,,,,
13664,New York Key Chain,853601-1,,503,,,,
13665,Finn Key Chain,853602-1,,503,,,,
13666,Rey Key Chain,853603-1,,503,,,,
13667,BB-8 Key Chain,853604-1,,503,,,,
13668,Poe Dameron Key Chain,853605-1,,503,,,,
13669,Halloween Trio (LEGOLAND Version),853607-1,,425,,,,
13670,Sweet & Sunny Build a Minifigure Collection,853607-2,,425,,,,
13671,Minecraft Skin Pack,853609-1,,577,,,,
13672,Kopaka,8536-1,,348,,,,
13673,Minecraft Skin Pack 2,853610-1,,577,,,,
13674,Marvel Super Heroes Minifigure Display Frame,853611-1,,501,,,,
13675,Kopaka - With mini CD-ROM,8536-2,,348,,,,
13676,Batman Key Chain,853632-1,,503,,,,
13677,The Joker Key Chain,853633-1,,503,,,,
13678,Robin Key Chain,853634-1,,503,,,,
13679,Catwoman Key Chain,853635-1,,503,,,,
13680,Harley Quinn Key Chain,853636-1,,503,,,,
13681,Upscaled Mug Black,853637-1,,501,,,,
13682,The LEGO Batman Movie Minifigure Collector Frame,853638-1,,501,,,,
13683,Batman Tumbler,853639-1,,501,,,,
13684,Four Stud Lunch Box Black,853640-1,,501,,,,
13685,Batman Mask,853642-1,,501,,,,
13686,The Joker Mask,853644-1,,501,,,,
13687,Batgirl Mask,853645-1,,501,,,,
13688,Harley Quinn Hammer,853646-1,,501,,,,
13689,Batman Batarang,853647-1,,501,,,,
13690,Roblin Bag Charm,853648-1,,503,,,,
13691,Batman Notebook with Stud Cover,853649-1,,501,,,,
13692,Movie Maker Set,853650-1,,708,,,,
13693,The Batman Movie Accessory Set,853651-1,,708,,,,
13694,Batman Minifigure Plush,853652-1,,501,,,,
13695,Batgirl Minifigure Plush,853653-1,,501,,,,
13696,Aira the Wind Elf Key Chain,853654-1,,503,,,,
13697,City Playmat,853656-1,,62,,,,
13698,City Police Handcuffs,853659-1,,501,,,,
13699,The Joker Minifigure Plush,853660-1,,501,,,,
13700,Iconic Holiday Magnet,853663-1,,206,,,,
13701,Wrapping Paper,853664-1,,501,,,,
13702,Iconic Tumbler,853665-1,,501,,,,
13703,Shark Suit Guy Key Chain,853666-1,,503,,,,
13704,Ballerina Key Chain,853667-1,,503,,,,
13705,Iconic Drinking Bottle,853668-1,,501,,,,
13706,Shopper Bag,853669-1,,501,,,,
13707,Christmas Ornament Snowman,853670-1,,227,,,,
13708,Heartlake City Playmat,853671-1,,494,,,,
13709,Nexo Knights Accessory Set,853676-1,,605,,,,
13710,Stone Monsters Accessory Set,853677-1,,605,,,,
13711,Jestro's Sword,853678-1,,501,,,,
13712,Forbidden Power Shield,853679-1,,501,,,,
13713,Axl's Axe,853680-1,,501,,,,
13714,Collect & Combine Powers Storage Box,853681-1,,605,,,,
13715,Macy Key Chain,853682-1,,503,,,,
13716,Jestro Key Chain,853683-1,,503,,,,
13717,Lance Key Chain,853684-1,,503,,,,
13718,Aaron Key Chain,853685-1,,503,,,,
13719,Clay Key Chain,853686-1,,503,,,,
13720,Elemental Masters Battle Pack,853687-1,,435,,,,
13721,Time Blade Claw,853688-1,,501,,,,
13722,Vermillion Sword,853689-1,,501,,,,
13723,Kai Key Chain,853690-1,,503,,,,
13724,Kai Minifigure Plush,853691-1,,501,,,,
13725,Nya Minifigure Plush,853692-1,,501,,,,
13726,Kai Key Chain,853694-1,,503,,,,
13727,Zane Key Chain,853695-1,,503,,,,
13728,Jay Key Chain,853696-1,,503,,,,
13729,Cole Key Chain,853697-1,,503,,,,
13730,Lloyd Key Chain,853698-1,,503,,,,
13731,Nya Key Chain,853699-1,,503,,,,
13732,Nunchucks,853700-1,,501,,,,
13733,Sword & Sheath,853701-1,,501,,,,
13734,Movie Maker Set,853702-1,,616,,,,
13735,Director Krennic Key Chain,853703-1,,503,,,,
13736,Jyn Erso Key Chain,853704-1,,503,,,,
13737,Y-Wing Pilot Key Chain,853705-1,,503,,,,
13738,Invincible Iron Man Key Chain,853706-1,,503,,,,
13739,Star Lord Key Chain,853707-1,,503,,,,
13740,Rocket Key Chain,853708-1,,503,,,,
13741,Upscaled Mug [LEGO House Version],853709-1,,599,,,,
13742,Nui-Rama,8537-1,,343,,,,
13743,LEGO House Boy Key Chain,853711-1,,503,,,,
13744,LEGO House 2x4 Brick Key Chain,853712-1,,503,,,,
13745,LEGO House Girl Key Chain,853713-1,,503,,,,
13746,Knightmare Batman Accessory Set,853744-1,,695,,,,
13747,Nya Mask,853747-1,,501,,,,
13748,Nya Spear,853748-1,,501,,,,
13749,Kai Katanas with Sheath,853749-1,,501,,,,
13750,Lloyd Mask,853751-1,,501,,,,
13751,Shuriken Claw,853753-1,,501,,,,
13752,Misako Key Chain,853756-1,,503,,,,
13753,Garmadon Key Chain,853757-1,,503,,,,
13754,Jay's Kendo Training Pod,853758-1,,435,,,,
13755,Cole's Kendo Training Pod,853759-1,,435,,,,
13756,Spinjitzu Stunt Ramp,853760-1,,501,,,,
13757,Ninjago Movie Tumbler,853762-1,,501,,,,
13758,Ninjago Hydration Bottle,853763-1,,501,,,,
13759,Lloyd Minifigure Plush,853764-1,,501,,,,
13760,Master Wu Minifigure Plush,853765-1,,501,,,,
13761,Hot Dog Guy Minifigure Plush,853766-1,,501,,,,
13762,Star Destroyer Bag Charm,853767-1,,503,,,,
13763,Landspeeder Bag Charm,853768-1,,503,,,,
13764,Han Solo Key Chain,853769-1,,503,,,,
13765,BB-9E Key Chain,853770-1,,503,,,,
13766,Black Panther Key Chain,853771-1,,503,,,,
13767,Cyborg Key Chain,853772-1,,503,,,,
13768,Olivia's Satellite Pod,853774-1,,494,,,,
13769,Andrea's DJ Pod,853775-1,,494,,,,
13770,Emma's Photo Studio Pod,853776-1,,494,,,,
13771,Mia's Exploration Pod,853777-1,,494,,,,
13772,Stephanie's Pool Pod,853778-1,,494,,,,
13773,Creative Rings,853780-1,,494,,,,
13774,Cinderella Key Chain,853781-1,,503,,,,
13775,Belle Key Chain,853782-1,,503,,,,
13776,Unikitty Activity Book,853788-1,,497,,,,
13777,Unikitty Tumbler,853790-1,,501,,,,
13778,Unikitty Hydration Bottle,853791-1,,501,,,,
13779,Brick Separator Key Chain,853792-1,,503,,,,
13780,2x4 Rose Gold Key Chain,853793-1,,503,,,,
13781,Corn Cob Guy Key Chain,853794-1,,503,,,,
13782,Butterfly Girl Key Chain,853795-1,,503,,,,
13783,Penguin Holiday Ornament,853796-1,,227,,,,
13784,Phone Cover with Studs,853797-1,,501,,,,
13785,Notebook with Studs,853798-1,,501,,,,
13786,Bee Girl Minifigure Plush,853802-1,,501,,,,
13787,Lion Sword,853804-1,,501,,,,
13788,Dragon Sword,853807-1,,501,,,,
13789,Muaka and Kane-ra,8538-1,,343,,,,
13790,Train Holiday Ornament,853810-1,,501,,,,
13791,LEGOLAND Hydration Bottle,853812-1,,501,,,,
13792,LEGOLAND Pirate Magnet,853813-1,,425,,,,
13793,Gifts Holiday Ornament,853815-1,,227,,,,
13794,Mountain Police Key Chain,853816-1,,503,,,,
13795,Steve Key Chain,853818-1,,503,,,,
13796,Alex Key Chain,853819-1,,503,,,,
13797,Hydration Bottle,853834-1,,501,,,,
13798,Tumbler 2018,853835-1,,501,,,,
13799,Road Playmat,853840-1,,646,,,,
13800,Sea Playmat,853841-1,,646,,,,
13801,Park Playmat,853842-1,,646,,,,
13802,Lester Key Chain,853843-1,,503,,,,
13803,I Love LEGO Store Shanghai Key Chain,853844-1,,503,,,,
13804,The LEGO Movie 2 Accessory Set,853865-1,,670,,,,
13805,Oni Villians Accessory Set,853866-1,,435,,,,
13806,Emmet Key Chain,853867-1,,503,,,,
13807,Lucy Key Chain,853868-1,,503,,,,
13808,Emmet's Construction Worker Vest,853869-1,,501,,,,
13809,Batarang,853870-1,,501,,,,
13810,Flail,853871-1,,501,,,,
13811,Emmet Mask,853872-1,,501,,,,
13812,Lucy Hair,853873-1,,501,,,,
13813,Emmet's Construction Pod,853874-1,,670,,,,
13814,Sweet Mayhem's Disco Pod,853875-1,,670,,,,
13815,The LEGO Movie 2 Tumbler with Straw,853876-1,,501,,,,
13816,Hydration Bottle,853877-1,,501,,,,
13817,Sweet Mayhem Notebook,853878-1,,501,,,,
13818,Emmet Plush,853879-1,,501,,,,
13819,Lucy Plush,853880-1,,501,,,,
13820,Friends Creative Bag Charms,853881-1,,503,,,,
13821,Stephanie Key Chain,853882-1,,503,,,,
13822,Olivia Key Chain,853883-1,,503,,,,
13823,Friends Phone Cover,853886-1,,501,,,,
13824,Friends Tumbler with Straw,853889-1,,501,,,,
13825,Cookie Cutters,853890-1,,501,,,,
13826,Friends Ceramic Mug,853891-1,,501,,,,
13827,Friends Hair Accessory Set,853892-1,,501,,,,
13828,Jay Key Chain,853893-1,,503,,,,
13829,Nya Key Chain,853894-1,,503,,,,
13830,Sword of Fire,853895-1,,501,,,,
13831,Shurikens of Ice,853896-1,,501,,,,
13832,Scythe of Quakes,853897-1,,501,,,,
13833,Ninja Dress Up,853898-1,,501,,,,
13834,Lloyd's Kendo Training Pod,853899-1,,435,,,,
13835,4x4 Brick Magnets,853900-1,,646,,,,
13836,Ninjago Tumbler with Straw,853901-1,,501,,,,
13837,Creative Bag Charm,853902-1,,503,,,,
13838,Brick Suit Guy Key Chain,853903-1,,503,,,,
13839,Cactus Boy Key Chain,853904-1,,503,,,,
13840,Elephant Girl Key Chain,853905-1,,503,,,,
13841,Birthday Card,853906-1,,206,,,,
13842,Toy Soldier Ornament,853907-1,,227,,,,
13843,Tumbler with Straw,853908-1,,501,,,,
13844,Thermo Cup,853909-1,,501,,,,
13845,Manas,8539-1,,343,,,,
13846,Minifigure Ceramic Mug,853910-1,,501,,,,
13847,Ice Cube Tray,853911-1,,501,,,,
13848,Ice Lollipop Tray,853912-1,,501,,,,
13849,Key Hanger,853913-1,,503,,,,
13850,London Bus Magnet,853914-1,,501,,,,
13851,4x4 Brick Magnets Classic,853915-1,,646,,,,
13852,Creative Stationery Set,853917-1,,501,,,,
13853,Firefighter Key Chain,853918-1,,503,,,,
13854,City Police Vest,853919-1,,501,,,,
13855,DUPLO Tableware,853920-1,,501,,,,
13856,Brick Stickers,853921-1,,646,,,,
13857,Creative Rings Pod,853922-1,,598,,,,
13858,Stormtrooper Key Chain,853946-1,,503,,,,
13859,Luke Skywalker Key Chain,853947-1,,503,,,,
13860,Princess Leia Key Chain,853948-1,,503,,,,
13861,Kylo Ren Key Chain,853949-1,,503,,,,
13862,Spider-Man Key Chain,853950-1,,503,,,,
13863,Batman Key Chain,853951-1,,503,,,,
13864,Superman Key Chain,853952-1,,503,,,,
13865,Batwoman Key Chain,853953-1,,503,,,,
13866,Ariel Key Chain,853954-1,,503,,,,
13867,Aurora Key Chain,853955-1,,503,,,,
13868,Creeper Key Chain,853956-1,,503,,,,
13869,Chicken Skater Pod,853958-1,,598,,,,
13870,2x6 Brick Key Chain,853960-1,,503,,,,
13871,Friends Activity Book,853961-1,,497,,,,
13872,Stop Sign Shield,853963-1,,501,,,,
13873,Wooden Minifigure,853967-1,,683,,,,
13874,Wooden Minifigure (Colette Mon Amour Limited Edition),853967-2,,683,,,,
13875,Elsa Key Chain,853968-1,,503,,,,
13876,Anna Key Chain,853969-1,,503,,,,
13877,Olaf Key Chain,853970-1,,503,,,,
13878,NINJAGO Fork,853984-1,,501,,,,
13879,Keytana,853985-1,,501,,,,
13880,Customizable Weapon Set,853986-1,,501,,,,
13881,Celebration Bag Charm,853989-1,,503,,,,
13882,Easter Bunny House,853990-1,,229,,,,
13883,2 x 4 Black Metal Key Chain,853992-1,,503,,,,
13884,2 x 4 Bright Blue Key Chain,853993-1,,503,,,,
13885,Crayon Girl Key Chain,853995-1,,503,,,,
13886,Jay Key Chain,853996-1,,503,,,,
13887,Lloyd Key Chain,853997-1,,503,,,,
13888,Mickey Key Chain,853998-1,,503,,,,
13889,Minnie Key Chain,853999-1,,503,,,,
13890,Friends Bag Charm,854000-1,,503,,,,
13891,Poppy Key Chain,854003-1,,503,,,,
13892,Branch Key Chain,854004-1,,503,,,,
13893,Duke DeTain Key Chain,854005-1,,503,,,,
13894,Venom Key Chain,854006-1,,503,,,,
13895,Vakama,8540-1,,356,,,,
13896,Eiffel Tower Magnet Build,854011-1,,501,,,,
13897,London Magnet Build,854012-1,,501,,,,
13898,LEGOLAND Build Magnet,854013-1,,425,,,,
13899,LEGO House Woman Key Chain,854014-1,,503,,,,
13900,LEGO House Magnet,854015-1,,501,,,,
13901,Police Handcuffs & Badge,854018-1,,501,,,,
13902,Creative Bag Charm,854021-1,,503,,,,
13903,Princess Horse Shield,854024-1,,501,,,,
13904,Dragon Shield,854026-1,,501,,,,
13905,Lion Shield,854028-1,,501,,,,
13906,Empire State Building Magnet Build,854030-1,,501,,,,
13907,Statue of Liberty Magnet,854031-1,,501,,,,
13908,New York Key Chain,854032-1,,503,,,,
13909,Ninjago Sword of Destiny,854033-1,,501,,,,
13910,Crossing Katanas,854034-1,,501,,,,
13911,Heavy Duty Fire Axe,854035-1,,501,,,,
13912,Christmas Ornament Santa,854037-1,,227,,,,
13913,Christmas Ornament Reindeer,854038-1,,227,,,,
13914,Watermelon Guy Key Chain,854039-1,,503,,,,
13915,Happy Santa Key Chain,854040-1,,503,,,,
13916,Happy Helper Elf Key Chain,854041-1,,503,,,,
13917,Road Tape,854048-1,,646,,,,
13918,Pumpkin & Bat Duo,854049-1,,230,,,,
13919,Snowman & Reindeer Duo,854050-1,,227,,,,
13920,Captain Marvel Key Chain,854064-1,,503,,,,
13921,Water Tape,854065-1,,646,,,,
13922,Birthday Guy Key Chain,854066-1,,503,,,,
13923,Minifigure Factory Box,854067-1,,408,,,,
13924,China Flower Girl Key Chain,854068-1,,503,,,,
13925,Jade Blade,854074-1,,501,,,,
13926,Thanos,854078-1,,503,,,,
13927,Forbidden City Magnet Build,854088-1,,501,,,,
13928,Go-Kart,854-1,,4,,,,
13929,Matau,8541-1,,356,,,,
13930,Harry Potter,854114-1,,503,,,,
13931,Hermione,854115-1,,503,,,,
13932,Ron,854116-1,,503,,,,
13933,The Mandalorian,854124-1,,503,,,,
13934,Sword of Fire,854125-1,,501,,,,
13935,Lloyd's Dao with Sheath,854126-1,,501,,,,
13936,Onewa,8542-1,,356,,,,
13937,Nokama,8543-1,,356,,,,
13938,Nuju,8544-1,,356,,,,
13939,Whenua,8545-1,,356,,,,
13940,Power Pack,8546-1,,346,,,,
13941,Mindstorms NXT 2.0,8547-1,,259,,,,
13942,Nui-Jaga,8548-1,,343,,,,
13943,Tarakava,8549-1,,343,,,,
13944,Gahlok Va,8550-1,,329,,,,
13945,Mobile crane,855-1,,4,,,,
13946,Kohrak Va,8551-1,,329,,,,
13947,Lehvak Va,8552-1,,329,,,,
13948,Pahrak Va,8553-1,,329,,,,
13949,Tahnok Va,8554-1,,329,,,,
13950,Nuhvok Va,8555-1,,329,,,,
13951,Boxor,8556-1,,347,,,,
13952,Exo-Toa,8557-1,,347,,,,
13953,Cahdok and Gahdok,8558-1,,347,,,,
13954,Krana,8559-1,,324,,,,
13955,Pahrak,8560-1,,328,,,,
13956,Bulldozer,856-1,,4,,,,
13957,Nuhvok,8561-1,,328,,,,
13958,Gahlok,8562-1,,328,,,,
13959,Tahnok,8563-1,,328,,,,
13960,Lehvak,8564-1,,328,,,,
13961,Kohrak,8565-1,,328,,,,
13962,Onua Nuva,8566-1,,354,,,,
13963,Lewa Nuva,8567-1,,354,,,,
13964,Pohatu Nuva,8568-1,,354,,,,
13965,Krana,8569-1,,324,,,,
13966,Gali Nuva,8570-1,,354,,,,
13967,Motorbike with Sidecar,857-1,,4,,,,
13968,Kopaka Nuva,8571-1,,354,,,,
13969,Tahu Nuva,8572-1,,354,,,,
13970,Nuhvok-Kal,8573-1,,330,,,,
13971,Tahnok-Kal,8574-1,,330,,,,
13972,Kohrak-Kal,8575-1,,330,,,,
13973,Lehvak-Kal,8576-1,,330,,,,
13974,Pahrak-Kal,8577-1,,330,,,,
13975,Gahlok-Kal,8578-1,,330,,,,
13976,Kraata,8580-1,,346,,,,
13977,Auto Engines,858-1,,4,,,,
13978,Kopeke,8581-1,,335,,,,
13979,Matoro,8582-1,,335,,,,
13980,Hahli,8583-1,,335,,,,
13981,Hewkii,8584-1,,335,,,,
13982,Hewkii (Kabaya Promotional),8584-2,,335,,,,
13983,Hafu,8585-1,,335,,,,
13984,Hafu (Kabaya Promotional),8585-2,,335,,,,
13985,Macku,8586-1,,335,,,,
13986,Macku (Kabaya Promotional),8586-2,,335,,,,
13987,Panrahk,8587-1,,344,,,,
13988,Panrahk - With Shadow Kraata (Promotional Set),8587-2,,344,,,,
13989,Panrahk - With mini CD-ROM,8587-3,,344,,,,
13990,Kurahk,8588-1,,344,,,,
13991,Kurahk - With Shadow Kraata (Promotional Set),8588-2,,344,,,,
13992,Kurahk - With mini CD-ROM,8588-3,,344,,,,
13993,Lerahk,8589-1,,344,,,,
13994,Lerahk - With Shadow Kraata (Promotional Set),8589-2,,344,,,,
13995,Lerahk - With mini CD-ROM,8589-3,,344,,,,
13996,Guurahk,8590-1,,344,,,,
13997,Guurahk - With Shadow Kraata (Promotional Set),8590-2,,344,,,,
13998,Guurahk - With mini CD-ROM,8590-3,,344,,,,
13999,Vorahk,8591-1,,344,,,,
14000,Vorahk - With Shadow Kraata,8591-2,,344,,,,
14001,Vorahk - With mini CD-ROM,8591-3,,344,,,,
14002,Turahk,8592-1,,344,,,,
14003,Turahk - With Shadow Kraata,8592-2,,344,,,,
14004,Turahk - With mini CD-ROM,8592-3,,344,,,,
14005,Makuta,8593-1,,347,,,,
14006,Jaller and Gukko,8594-1,,347,,,,
14007,Takua and Pewku,8595-1,,347,,,,
14008,Takanuva,8596-1,,347,,,,
14009,Krana Nuva,8597-1,,324,,,,
14010,Kanohi Nuva & Krana Pack,8598-1,,324,,,,
14011,Krana-Kal Mask Pack,8599-1,,324,,,,
14012,Krana-Kal Mask Bag polybag - Non-US version,8600-1,,324,,,,
14013,Toa Vakama,8601-1,,353,,,,
14014,Toa Vakama - 2004 San Diego Comic-Con Exclusive (Does Not Contain Exclusive Disk),8601-2,,353,,,,
14015,Toa Nokama,8602-1,,353,,,,
14016,Toa Whenua,8603-1,,353,,,,
14017,Toa Onewa,8604-1,,353,,,,
14018,Toa Matau,8605-1,,353,,,,
14019,Toa Nuju,8606-1,,353,,,,
14020,Nuhrii,8607-1,,336,,,,
14021,Vhisola,8608-1,,336,,,,
14022,Tehutti,8609-1,,336,,,,
14023,Ahkmou,8610-1,,336,,,,
14024,Orkahm,8611-1,,336,,,,
14025,Ehrye,8612-1,,336,,,,
14026,Kanoka Disk Launcher Pack,8613-1,,346,,,,
14027,Vahki Nuurakh,8614-1,,357,,,,
14028,Vahki Nuurakh Limited Edition with Movie Edition Vahi and Disk Of Time,8614-2,,357,,,,
14029,Vahki Bordakh,8615-1,,357,,,,
14030,Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time,8615-2,,357,,,,
14031,Vahki Vorzakh,8616-1,,357,,,,
14032,Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,8616-2,,357,,,,
14033,Vahki Zadakh,8617-1,,357,,,,
14034,Vahki Zadakh Limited Edition with Movie Edition Vahi and Disk Of Time,8617-2,,357,,,,
14035,Vahki Rorzakh,8618-1,,357,,,,
14036,Vahki Rorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,8618-2,,357,,,,
14037,Vahki Keerakh,8619-1,,357,,,,
14038,Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time,8619-2,,357,,,,
14039,Snow Scooter,8620-1,,2,,,,
14040,Diver and Sawfish,862011-1,,52,,,,
14041,Turaga Dume and Nivawk,8621-1,,347,,,,
14042,Nidhiki,8622-1,,347,,,,
14043,Krekka,8623-1,,347,,,,
14044,Race for the Mask of Life,8624-1,,341,,,,
14045,Umbra,8625-1,,347,,,,
14046,Irnakk,8626-1,,347,,,,
14047,Mission 3: Gold Hunt,8630-1,,302,,,,
14048,Mission 1: Jetpack Pursuit,8631-1,,302,,,,
14049,Mission 2: Swamp Raid,8632-1,,302,,,,
14050,Mission 4: Speedboat Rescue,8633-1,,302,,,,
14051,Mission 5: Turbocar Chase,8634-1,,302,,,,
14052,Mission 6: Mobile Command Center,8635-1,,302,,,,
14053,Mission 7: Deep Sea Quest,8636-1,,302,,,,
14054,Mission 8: Volcano Base,8637-1,,302,,,,
14055,Spy Jet Escape,8638-1,,269,,,,
14056,Big Bentley Bust Out,8639-1,,269,,,,
14057,Polar Copter,8640-1,,2,,,,
14058,Flame Glider,8641-1,,120,,,,
